source	term_name	term_id	adjusted_p_value	negative_log10_of_adjusted_p_value	term_size	query_size	intersection_size	effective_domain_size	intersections	log2fc	idr_fraction
GO:CC	extracellular region	GO:0005576	1.23573510905347e-47	46.9080746142031	3660	494	237	19375	P22303,Q9NPR2,P14625,Q9UBP4,P02747,P25067,P53801,Q9H1E1,O14786,Q9Y240,P02675,P05155,Q92896,P13611,O14669,Q13018,P40225,Q8TEU8,P19875,Q9NS15,Q9H3T2,O75094,P20701,Q8NBS9,P04430,Q96A98,P51654,Q8N729,P0DN87,Q2VWP7,P81172,Q04756,O95967,P01614,Q93091,A1KZ92,Q12913,Q9Y6F9,A0A075B6S6,P09341,Q969E3,A0A0C4DH73,P32926,Q50LG9,P24043,Q8NBP7,Q14050,A0A0B4J2D9,Q13753,P01611,Q9HC57,P01599,O14514,P27539,A0A075B6I3,O43280,Q8N2G8,P01597,P15502,P19883,P07359,P04278,Q8IZC6,Q8IUX7,P11279,A0A0C4DH55,O15118,P01593,A0A0C4DH67,Q8NFW1,Q641Q3,P01024,Q9BXN1,P08138,Q2I0M4,Q9UM73,P10643,A0A0A0MRZ7,Q9NZW4,Q99102,P04433,P12034,Q14393,A0A0B4J1Z2,P02810,Q92743,Q01113,Q12907,P49257,Q9NRD8,O15240,A0A087WW87,P98095,Q99835,Q6W4X9,Q9HC23,Q9H3T3,O75581,Q5IJ48,O95274,Q6UX06,Q7Z7M0,Q08345,P30533,P22004,A0A075B6S4,O95390,A6NKQ9,Q15904,P01229,A0A0C4DH69,O95450,Q5SZK8,P20396,P98088,P23468,Q96QU1,Q2MKA7,Q8TDE3,P20774,P13667,P54762,P04066,Q02818,O15496,Q6UX73,Q9BTY2,P09529,Q8N0V4,P04085,Q8NHP8,Q93033,Q06481,P21815,Q14517,Q7Z4P5,A0A0C4DH24,P18065,Q16270,P19876,A0A0C4DH26,P04432,P06310,P15848,A0A075B6S5,P32942,P09683,Q5UCC4,Q13219,Q7Z736,Q86UE6,Q9Y625,O95196,P11362,P04216,P48061,P41271,Q9H2A7,P22105,Q24JP5,A0A087WSY6,O75173,P46531,O75882,P51888,P01619,P49771,O00230,P55107,Q6NT52,P22301,A0A0C4DH72,Q9H4G1,P08571,P05106,P25940,P17405,A0A087WSZ0,Q9NQ36,Q14766,P11047,Q8N2S1,A0A0C4DH25,A0A075B6P5,P21860,P01624,P10645,Q8N158,Q9C0C4,Q02505,Q99466,Q96NY8,P05067,A0A0A0MT36,Q08397,P10124,O00391,P48645,Q9NTN9,Q9HCN3,Q96CG8,Q9UM47,P01602,Q6ZMH5,P34096,Q9HC84,A0A075B6S9,Q8WXS8,Q7Z5L7,A0A075B6S2,O75462,P01615,Q8N423,P15169,A0A075B6J1,Q9Y5R2,Q02083,P42785,P01601,Q6KF10,Q08629,P01594,O43612,Q8WU39,P10323,P0C7U0,Q8NEV9,O43555,Q9UGT4,P06312,Q9UIW2,A0A075B6H7,P10619,P12111,Q6UXI9,Q6PEZ8,P24347	1.3446567740785011	0.540084388185654
GO:CC	intrinsic component of membrane	GO:0031224	6.06153634720488e-38	37.2174172863042	2487	494	177	19375	Q9NPR2,Q9ULT6,Q8NFZ4,P07510,Q8IWK6,P55085,P23467,Q07954,O60241,Q04771,P30988,Q9Y5I0,Q02846,P52797,Q9NZJ5,P36894,O14669,Q13018,Q9H3T2,Q9H461,P57103,P20701,Q9Y5I1,P51654,P08648,Q9ULL4,Q12913,Q9H0V9,Q9Y5E1,Q9H158,Q9Y5H6,Q14956,O75129,O14514,P29317,P29322,Q9BSG5,Q13467,O43280,P47871,P07359,Q9NYZ4,P11279,Q9UN72,O15118,Q6PJG9,P07333,Q9ULH4,Q9BZ11,P08138,Q2I0M4,Q9UM73,P10643,Q9Y5E8,Q99102,P36896,P25189,Q9UK28,Q9Y5H9,O15146,Q8N2Q7,Q01113,Q6ZSJ9,Q12907,P49257,P30273,Q9NRD8,Q16671,Q99835,O60391,P55808,Q9Y5I2,Q9H3T3,Q9Y286,Q7RTX0,Q9HC58,Q9H4A9,Q9NYQ6,Q8N0Z9,O95274,P13224,Q9P2E7,Q08345,Q7KYR7,Q9UN73,P78552,P23468,Q96QU1,Q9UN67,Q96PQ0,P54762,Q9UN75,O15354,Q7RTX1,Q93033,Q14114,O75899,Q06481,Q14517,Q9UN74,Q5VT99,Q9NYQ7,Q9NPA0,Q5JRA6,O75054,Q6NW40,P51511,O00238,P14209,P32942,Q9HDB5,P52798,Q5UCC4,Q86UE6,Q92932,Q86XM0,O95196,Q86Y34,P11362,P04216,Q9H2A7,P38484,Q9Y5E6,Q9BZA8,Q13255,P29376,O75882,Q96F46,O95944,P49771,Q9Y219,P57087,P08571,P05106,Q9HBE5,Q9H4B8,Q9Y5I3,Q9Y4D7,P21860,Q9UBS5,Q9Y5H8,P09564,Q9C0C4,Q9BZA7,Q9NZ53,Q9Y5H5,Q02505,Q99466,Q86YW5,P05067,O00391,Q9NTN9,Q9HCN3,Q04912,Q6ZMH5,Q9BZZ2,O95206,P20645,Q9HCU4,A6NLU5,Q13454,P32297,Q9Y5I4,Q8N423,Q9Y5R2,Q8NER5,Q15223,Q9Y5H7,O75460,Q96MS0,P07949,Q9UIW2,P58400,P36897,P49190,O60883,Q9UHF4	1.4809562162177377	0.6892655367231638
GO:CC	intrinsic component of plasma membrane	GO:0031226	3.11502394674736e-37	36.506538610353	1597	494	138	19375	Q9NPR2,Q9ULT6,Q8NFZ4,P07510,P55085,P23467,Q07954,O60241,Q04771,P30988,Q9Y5I0,Q02846,P52797,O14669,Q13018,Q9H3T2,P57103,P20701,Q9Y5I1,P51654,P08648,Q9ULL4,Q12913,Q9Y5E1,Q9H158,Q9Y5H6,Q14956,O14514,P29317,P29322,Q9BSG5,Q13467,O43280,P47871,P07359,P11279,Q9UN72,O15118,Q6PJG9,P07333,Q9ULH4,P08138,Q2I0M4,Q9UM73,P10643,Q9Y5E8,Q99102,P36896,P25189,Q9Y5H9,O15146,Q8N2Q7,Q01113,Q6ZSJ9,Q12907,P30273,Q9NRD8,Q16671,O60391,P55808,Q9Y5I2,Q9H3T3,Q9Y286,Q7RTX0,Q9HC58,Q8N0Z9,O95274,P13224,Q9P2E7,Q08345,Q7KYR7,Q9UN73,P78552,P23468,Q96QU1,Q9UN67,P54762,Q9UN75,O15354,Q7RTX1,O75899,Q14517,Q9UN74,Q5VT99,Q6NW40,P51511,O00238,P14209,P32942,Q9HDB5,P52798,Q86UE6,Q92932,O95196,Q86Y34,P11362,P04216,P38484,Q9Y5E6,Q9BZA8,Q13255,P29376,O75882,Q96F46,O95944,Q9Y219,P57087,P08571,P05106,Q9Y5I3,Q9Y4D7,P21860,Q9UBS5,Q9Y5H8,Q9C0C4,Q9BZA7,Q9NZ53,Q9Y5H5,Q99466,P05067,Q9NTN9,Q9HCN3,Q04912,Q6ZMH5,O95206,P20645,Q13454,P32297,Q9Y5I4,Q8N423,Q9Y5R2,Q8NER5,Q9Y5H7,P07949,Q9UIW2,P58400,P36897,P49190	1.7609173177185833	0.6739130434782609
GO:CC	extracellular space	GO:0005615	3.39605731284881e-36	35.4690249890865	3214	494	201	19375	P22303,Q9NPR2,P14625,Q9UBP4,P02747,P25067,P53801,Q9H1E1,O14786,Q9Y240,P02675,P05155,Q92896,P13611,O14669,Q8TEU8,P19875,Q9NS15,Q9H3T2,O75094,P20701,Q8NBS9,P04430,P0DN87,Q2VWP7,P81172,Q04756,O95967,P01614,Q93091,A1KZ92,Q12913,Q9Y6F9,A0A075B6S6,P09341,Q969E3,A0A0C4DH73,P32926,Q50LG9,Q8NBP7,Q14050,A0A0B4J2D9,P01611,Q9HC57,P01599,O14514,P27539,A0A075B6I3,O43280,P01597,P19883,P07359,P04278,Q8IZC6,Q8IUX7,P11279,A0A0C4DH55,O15118,P01593,A0A0C4DH67,Q8NFW1,Q641Q3,P01024,Q9BXN1,Q2I0M4,Q9UM73,P10643,A0A0A0MRZ7,Q99102,P04433,P12034,Q14393,A0A0B4J1Z2,P02810,Q92743,Q01113,Q12907,P49257,Q9NRD8,O15240,A0A087WW87,Q99835,Q6W4X9,Q9H3T3,Q5IJ48,O95274,Q6UX06,Q7Z7M0,Q08345,P22004,A0A075B6S4,O95390,A6NKQ9,Q15904,P01229,A0A0C4DH69,Q5SZK8,P98088,P23468,Q96QU1,Q8TDE3,P20774,P13667,P54762,P04066,Q02818,O15496,Q6UX73,Q9BTY2,P09529,P04085,Q8NHP8,Q93033,Q06481,P21815,Q14517,Q7Z4P5,A0A0C4DH24,P18065,Q16270,P19876,A0A0C4DH26,P04432,P06310,P15848,A0A075B6S5,P32942,P09683,Q7Z736,Q86UE6,P04216,P48061,P41271,Q9H2A7,P22105,Q24JP5,A0A087WSY6,O75173,O75882,P51888,P01619,P49771,O00230,P55107,Q6NT52,P22301,A0A0C4DH72,Q9H4G1,P08571,P05106,P25940,P17405,A0A087WSZ0,Q9NQ36,P11047,Q8N2S1,A0A0C4DH25,A0A075B6P5,P21860,P01624,P10645,Q9C0C4,Q96NY8,P05067,A0A0A0MT36,Q08397,P10124,O00391,Q9NTN9,Q9HCN3,Q96CG8,P01602,Q6ZMH5,P34096,Q9HC84,A0A075B6S9,Q7Z5L7,A0A075B6S2,O75462,P01615,Q8N423,P15169,A0A075B6J1,Q9Y5R2,Q02083,P42785,P01601,Q6KF10,Q08629,P01594,P0C7U0,Q8NEV9,O43555,Q9UGT4,P06312,Q9UIW2,A0A075B6H7,P10619,P12111,Q6UXI9,Q6PEZ8	1.294438935855482	0.5124378109452736
GO:CC	integral component of membrane	GO:0016021	1.91216376025897e-35	34.7184749169076	2378	494	168	19375	Q9NPR2,Q9ULT6,Q8NFZ4,P07510,Q8IWK6,P55085,P23467,Q07954,O60241,Q04771,P30988,Q9Y5I0,Q02846,Q9NZJ5,P36894,O14669,Q13018,Q9H3T2,Q9H461,P57103,P20701,Q9Y5I1,P08648,Q9ULL4,Q12913,Q9H0V9,Q9Y5E1,Q9H158,Q9Y5H6,Q14956,O75129,O14514,P29317,P29322,Q13467,P47871,P07359,Q9NYZ4,P11279,Q9UN72,O15118,Q6PJG9,P07333,Q9ULH4,Q9BZ11,P08138,Q2I0M4,Q9UM73,P10643,Q9Y5E8,Q99102,P36896,P25189,Q9UK28,Q9Y5H9,O15146,Q8N2Q7,Q01113,Q6ZSJ9,Q12907,P49257,P30273,Q9NRD8,Q16671,Q99835,O60391,P55808,Q9Y5I2,Q9H3T3,Q9Y286,Q7RTX0,Q9HC58,Q9NYQ6,Q8N0Z9,P13224,Q9P2E7,Q08345,Q7KYR7,Q9UN73,P78552,P23468,Q96QU1,Q9UN67,Q96PQ0,P54762,Q9UN75,O15354,Q7RTX1,Q93033,Q14114,O75899,Q06481,Q14517,Q9UN74,Q5VT99,Q9NYQ7,Q9NPA0,Q5JRA6,O75054,P51511,O00238,P14209,P32942,Q9HDB5,Q5UCC4,Q86UE6,Q92932,Q86XM0,O95196,Q86Y34,P11362,P04216,Q9H2A7,P38484,Q9Y5E6,Q9BZA8,Q13255,P29376,O75882,Q96F46,O95944,P49771,Q9Y219,P57087,P08571,P05106,Q9HBE5,Q9Y5I3,Q9Y4D7,P21860,Q9UBS5,Q9Y5H8,P09564,Q9C0C4,Q9BZA7,Q9NZ53,Q9Y5H5,Q02505,Q99466,Q86YW5,P05067,O00391,Q9NTN9,Q9HCN3,Q04912,Q6ZMH5,Q9BZZ2,O95206,P20645,Q9HCU4,A6NLU5,Q13454,P32297,Q9Y5I4,Q8N423,Q9Y5R2,Q8NER5,Q15223,Q9Y5H7,O75460,Q96MS0,P07949,Q9UIW2,P58400,P36897,P49190,O60883,Q9UHF4	1.4703258813847515	0.7083333333333334
GO:CC	integral component of plasma membrane	GO:0005887	3.01641903299707e-34	33.5205083275644	1529	494	130	19375	Q9NPR2,Q9ULT6,Q8NFZ4,P07510,P55085,P23467,Q07954,O60241,Q04771,P30988,Q9Y5I0,Q02846,O14669,Q13018,Q9H3T2,P57103,P20701,Q9Y5I1,P08648,Q9ULL4,Q12913,Q9Y5E1,Q9H158,Q9Y5H6,Q14956,O14514,P29317,P29322,Q13467,P47871,P07359,P11279,Q9UN72,O15118,Q6PJG9,P07333,Q9ULH4,P08138,Q2I0M4,Q9UM73,P10643,Q9Y5E8,Q99102,P36896,P25189,Q9Y5H9,O15146,Q8N2Q7,Q01113,Q6ZSJ9,Q12907,P30273,Q9NRD8,Q16671,O60391,P55808,Q9Y5I2,Q9H3T3,Q9Y286,Q7RTX0,Q9HC58,Q8N0Z9,P13224,Q9P2E7,Q08345,Q7KYR7,Q9UN73,P78552,P23468,Q96QU1,Q9UN67,P54762,Q9UN75,O15354,Q7RTX1,O75899,Q14517,Q9UN74,Q5VT99,P51511,O00238,P14209,P32942,Q9HDB5,Q86UE6,Q92932,O95196,Q86Y34,P11362,P04216,P38484,Q9Y5E6,Q9BZA8,Q13255,P29376,O75882,Q96F46,O95944,Q9Y219,P57087,P05106,Q9Y5I3,Q9Y4D7,P21860,Q9UBS5,Q9Y5H8,Q9C0C4,Q9BZA7,Q9NZ53,Q9Y5H5,Q99466,P05067,Q9NTN9,Q9HCN3,Q04912,Q6ZMH5,O95206,P20645,Q13454,P32297,Q9Y5I4,Q8N423,Q9Y5R2,Q8NER5,Q9Y5H7,P07949,Q9UIW2,P58400,P36897,P49190	1.737536580019297	0.6923076923076923
GO:CC	plasma membrane	GO:0005886	1.10691950486335e-33	32.9558839598482	4868	494	251	19375	P22303,Q9NPR2,Q9ULT6,Q8N126,Q8NFZ4,P07510,Q8IWK6,Q8WVV5,P55085,O43921,Q9UJ99,P23467,Q07954,O14786,O60241,P02675,Q16653,Q04771,P30988,Q9Y5I0,Q92896,Q02846,P52797,P36894,O14669,Q13018,Q9H3T2,Q9H461,P57103,P20701,P04430,Q9Y5I1,P51654,Q6UXZ3,P01614,P08648,Q5VUB5,Q9ULL4,Q12913,Q9Y5E1,Q9Y6F9,A0A075B6S6,Q9H158,A0A0C4DH73,P32926,Q9Y5H6,Q8NBP7,Q86UK5,P01611,P01599,Q14956,O14514,P29317,P29322,Q9BSG5,Q13467,O43280,P47871,P01597,P07359,Q9NYZ4,P11279,Q9UN72,O15118,Q6PJG9,P01593,P01024,P07333,Q9ULH4,P08138,Q2I0M4,Q9UM73,P10643,Q9Y5E8,Q99102,P36896,P25189,P04433,Q9Y5H9,O15146,Q8N2Q7,Q92743,Q01113,Q6ZSJ9,Q12907,P05187,P16066,P30273,Q9NRD8,Q86VZ4,Q16671,Q99835,Q6W4X9,O60391,P55808,Q9Y5I2,Q9H3T3,Q9Y286,Q7RTX0,O75581,Q9HC58,Q9NYQ6,O15120,Q8N0Z9,Q9NPY3,Q5IJ48,Q13261,O95274,Q6UX06,P13224,Q9P2E7,Q08345,Q9GZZ7,P30533,P20333,Q7KYR7,Q15904,Q9UN73,P78552,Q9NPA2,Q9P2J2,P20396,P98088,P23468,Q96QU1,Q9UN67,P54762,Q9UN75,O15354,Q7RTX1,Q9H4D0,Q93033,Q14114,Q96PQ1,O75899,Q06481,Q14517,Q9BY67,Q8NFT8,Q9UN74,Q5VT99,Q14165,Q9NQX5,Q6NW40,P51511,O00238,P04432,P06310,A6NF34,P14209,P32942,Q86SU0,Q16478,Q9HDB5,P52798,Q5T2D2,Q86UE6,Q9Y625,Q92932,Q86XM0,O95196,Q86Y34,P11362,P04216,P48061,P38484,Q9Y5E6,Q9BZA8,Q13255,P29376,P46531,O75882,P01619,Q96F46,O95944,Q9Y219,P57087,Q6UXZ0,A0A075B6N2,P08571,P05106,Q9HBE5,P17405,Q9H4B8,Q9Y5I3,Q9Y4D7,A0A0C4DH25,A0A075B6P5,P21860,P01624,O94985,P18627,Q9UBS5,Q9Y5H8,Q3ZCQ3,P09564,Q8N158,Q9C0C4,Q9BZA7,Q9NZ53,Q9Y5H5,Q02505,Q99466,Q96NY8,Q86YW5,P05067,Q4V9L6,P0CAP1,Q9NTN9,Q9HCN3,Q9UM47,Q04912,P01602,Q6ZMH5,Q14574,Q9BZZ2,O95206,Q9HC84,P20645,Q9HCU4,Q8N441,A0A5B7,Q13454,O75462,P32297,Q9Y5I4,P01615,Q8N423,Q9UPZ6,Q9Y5R2,P42785,P58401,Q8NCW0,P01601,Q8NER5,Q15223,Q9Y5H7,P01594,Q96MS0,Q96JQ0,P07949,O75197,Q9UGT4,P06312,Q9UIW2,P58400,Q9BZG2,P36897,P49190,O60883,Q9UHF4	1.015971559588691	0.6294820717131474
GO:CC	external encapsulating structure	GO:0030312	2.51209550560728e-23	22.5999638534819	492	494	61	19375	P22303,Q86XX4,P14625,P02747,P25067,P02675,P05155,Q9P2N4,P13611,Q5VV63,Q9NS15,Q9UKP4,P78539,O95967,Q50LG9,P24043,Q14050,Q13753,P15502,P07359,Q8IZC6,Q8IUX7,Q8NFW1,Q9BXN1,Q9NZW4,Q99102,Q92743,P49257,P98095,Q6W4X9,Q76LX8,O95450,Q9NPA2,P98088,P20774,Q9UP79,Q9HAT1,Q16270,Q86UE6,P48061,P22105,O75173,O75882,P51888,Q92954,P55107,P25940,Q14766,P11047,Q8N2S1,Q08397,Q96CG8,Q86UW8,Q9HC84,Q8WXS8,Q7Z5L7,Q9H1U4,P0C7U0,P12111,Q6UXI9,P24347	2.281764290575293	0.7377049180327869
GO:CC	extracellular matrix	GO:0031012	2.51209550560728e-23	22.5999638534819	492	494	61	19375	P22303,Q86XX4,P14625,P02747,P25067,P02675,P05155,Q9P2N4,P13611,Q5VV63,Q9NS15,Q9UKP4,P78539,O95967,Q50LG9,P24043,Q14050,Q13753,P15502,P07359,Q8IZC6,Q8IUX7,Q8NFW1,Q9BXN1,Q9NZW4,Q99102,Q92743,P49257,P98095,Q6W4X9,Q76LX8,O95450,Q9NPA2,P98088,P20774,Q9UP79,Q9HAT1,Q16270,Q86UE6,P48061,P22105,O75173,O75882,P51888,Q92954,P55107,P25940,Q14766,P11047,Q8N2S1,Q08397,Q96CG8,Q86UW8,Q9HC84,Q8WXS8,Q7Z5L7,Q9H1U4,P0C7U0,P12111,Q6UXI9,P24347	2.281764290575293	0.7377049180327869
GO:CC	receptor complex	GO:0043235	1.30175830355586e-21	20.8854696433992	383	494	52	19375	P23467,Q07954,O14786,Q04771,P30988,P36894,Q13018,P20701,P08648,Q9ULL4,P29317,P29322,P07333,Q9UM73,P36896,O15146,Q8N2Q7,Q6ZSJ9,P16066,Q16671,O60391,Q7RTX0,Q08345,Q9GZZ7,P20333,P78552,P54762,O15354,Q14114,O75899,O00238,Q92932,P11362,Q13255,P29376,P46531,P08571,P05106,Q9Y4D7,P21860,Q9UBS5,P05067,Q9UM47,Q04912,O75462,P32297,Q8NER5,P07949,O75197,Q9UIW2,P36897,O60883	2.4127805945677823	0.5384615384615384
GO:CC	endoplasmic reticulum lumen	GO:0005788	1.02757191779951e-19	18.9881877729454	283	494	43	19375	P14625,P31415,P25067,P13611,Q9UKP4,Q8N114,P51654,Q8NBJ5,Q9Y6F9,Q8NBP7,Q14050,Q9BT09,Q8IZC6,Q8NFW1,P01024,Q14393,Q96L12,Q8NBK3,O15240,Q76LX8,P30533,Q5FYB0,P13667,Q02818,Q13438,Q9BTY2,P04085,Q06481,Q5JRA6,Q16270,P23327,P15848,Q24JP5,P14314,Q5FYB1,P25940,Q14766,P11047,P05067,O00391,Q8WU39,Q8NEV9,P12111	2.5751479702218627	0.6976744186046512
GO:CC	membrane	GO:0016020	2.28004714779707e-19	18.6420561723783	7658	494	297	19375	P22303,Q9NPR2,Q9ULT6,Q8N126,Q8NFZ4,P14625,P07510,Q8IWK6,Q8WVV5,P31415,Q96KC8,P55085,P53801,O43921,Q9UJ99,P23467,Q07954,O14786,O60241,P02675,Q16653,Q04771,P62341,P30988,Q9Y5I0,Q92896,P13611,Q02846,P52797,Q9NZJ5,P36894,O14669,Q13018,Q9H3T2,Q9H461,P57103,P20701,P04430,Q9Y5I1,P51654,P78539,Q6UXZ3,P01614,P08648,Q5VUB5,Q9ULL4,Q12913,Q9H0V9,Q9Y5E1,Q8NBJ5,Q9Y6F9,A0A075B6S6,Q9H158,A0A0C4DH73,P32926,Q9Y5H6,Q8NBP7,Q86UK5,P01611,P01599,Q14956,O75129,O14514,P29317,P29322,Q9BSG5,Q13467,O43280,P47871,Q8N2G8,P01597,P07359,Q9NYZ4,P11279,Q9UN72,O15118,Q6PJG9,P01593,P01024,P07333,Q9ULH4,Q9BZ11,P08138,Q2I0M4,Q9UM73,P10643,Q9NZV5,Q6GPH6,Q9Y5E8,Q99102,P36896,P25189,Q9UK28,P04433,Q9UL01,Q9Y5H9,O15146,Q8N2Q7,Q92743,Q01113,Q6ZSJ9,Q12907,P05187,P16066,P49257,P30273,Q9NRD8,Q0VAF6,Q86VZ4,Q96L12,Q16671,Q99835,Q6W4X9,O60391,P55808,Q9Y5I2,Q9H3T3,Q9Y286,Q7RTX0,O75581,Q9HC58,Q9H4A9,Q9NYQ6,O15120,Q8N0Z9,Q9NPY3,Q5IJ48,Q13261,O95274,Q6UX06,P13224,Q9P2E7,Q08345,Q9GZZ7,P30533,P20333,Q9HD45,Q7KYR7,Q15904,Q9UN73,P78552,Q9NPA2,Q9P2J2,P20396,P98088,P23468,Q96QU1,Q9UN67,Q96PQ0,Q9Y3Q3,P54762,Q02818,Q9UN75,Q6UX73,O15354,Q13438,Q7RTX1,Q9H4D0,P04085,Q93033,Q9HAT1,Q14114,Q96PQ1,O75899,Q06481,P21815,Q14517,Q9BY67,Q8NFT8,Q9UN74,Q5VT99,Q9NYQ7,Q9NPA0,Q5JRA6,Q14165,O75054,Q9NQX5,Q6NW40,P51511,O00238,P04432,P06310,A6NF34,P14209,P32942,Q86SU0,Q16478,Q9HDB5,P52798,Q8IYS2,Q5UCC4,Q5T2D2,Q86UE6,Q9Y625,Q92932,Q86XM0,O95196,Q86Y34,P11362,P04216,P48061,Q9H2A7,P38484,Q9Y5E6,Q9BZA8,Q13255,P29376,P46531,O75882,P01619,Q96F46,O95944,P49771,Q9Y219,P57087,Q6UXZ0,A0A075B6N2,P08571,P05106,Q9HBE5,P17405,Q9H4B8,Q9Y5I3,Q9Y4D7,Q9NYL4,A0A0C4DH25,A0A075B6P5,P21860,P01624,O94985,P18627,Q9UBS5,Q9Y5H8,Q3ZCQ3,P09564,Q8N158,Q9C0C4,Q9BZA7,Q9NZ53,Q9Y5H5,Q02505,Q99466,Q96NY8,Q86YW5,P05067,Q4V9L6,P0CAP1,O00391,Q9NTN9,Q9HCN3,Q9UM47,Q04912,P01602,Q9H1E5,Q6ZMH5,Q14574,Q9BZZ2,O95206,Q9HC84,P20645,Q9HCU4,Q8N441,A0A5B7,A6NLU5,Q13454,O75462,P32297,Q9Y5I4,P01615,Q8N423,Q9UPZ6,Q9Y5R2,Q02083,P42785,P58401,Q8NCW0,Q7Z4F1,P01601,Q8NER5,Q15223,Q9Y5H7,O75460,P01594,Q96MS0,Q96JQ0,P07949,O75197,Q9UGT4,P06312,Q9UIW2,P58400,P10619,Q9BZG2,P36897,P49190,O60883,Q9UHF4	0.6051086343022521	0.6195286195286195
GO:CC	cell surface	GO:0009986	7.93910151446307e-19	18.1002286448513	720	494	67	19375	Q6UXK2,Q8NFZ4,Q8IWK6,Q8WVV5,Q9H6B4,P02675,Q16653,P36894,Q13018,Q9H3T2,P20701,P51654,P08648,Q9ULL4,Q12913,Q8NBP7,P29317,Q9BSG5,Q13467,P07359,Q6PJG9,P07333,Q9ULH4,P08138,P36896,Q8N2Q7,Q12907,P05187,P30273,Q9NRD8,O75581,Q76LX8,Q13261,Q9GZZ7,Q7KYR7,P78552,P13667,O15354,Q9H4D0,P04085,O75054,A6NF34,P15848,Q5T2D2,Q9Y625,P04216,P48061,P46531,O95944,P49771,Q8TDQ0,P57087,P08571,P05106,Q9NQ36,O94985,Q8N158,Q99466,Q86YW5,P05067,Q7RTU9,Q9UM47,Q04912,O75462,Q8N423,P58400,P36897	1.8677775524797449	0.6567164179104478
GO:CC	collagen-containing extracellular matrix	GO:0062023	1.36631121851564e-15	14.8644503657428	381	494	44	19375	P22303,Q86XX4,P14625,P02747,P25067,P02675,P05155,Q9P2N4,P13611,Q5VV63,Q9NS15,P78539,O95967,P24043,Q14050,Q13753,P15502,Q8IZC6,Q8IUX7,Q9BXN1,Q92743,P49257,P98095,P20774,Q9UP79,Q9HAT1,Q16270,P48061,P22105,O75173,O75882,P51888,Q92954,P55107,P25940,Q14766,P11047,Q8N2S1,Q08397,Q96CG8,Q7Z5L7,Q9H1U4,P12111,Q6UXI9	2.1793258894956224	0.6590909090909091
GO:CC	Golgi lumen	GO:0005796	1.13650895116777e-10	9.94442713941331	97	494	19	19375	P13611,P51654,Q9Y6F9,Q99102,Q14393,Q6W4X9,P01229,P98088,P20774,P04085,Q9Y625,O95196,P51888,Q8N158,Q9NZ53,Q02505,P05067,Q9HC84,P24347	2.9415561296081045	0.7368421052631579
GO:CC	endoplasmic reticulum	GO:0005783	7.90934161206611e-10	9.10185966645771	1609	494	86	19375	P14625,P31415,Q96KC8,P25067,P02675,P62341,Q9P2N4,P13611,Q02846,Q9NZJ5,P57103,Q9UKP4,Q8N114,Q8NBS9,P51654,Q04756,Q9H0V9,Q8NBJ5,Q9Y6F9,O95302,Q8NBP7,Q14050,Q9BT09,Q13609,Q8IZC6,Q96D15,O15118,Q8NFW1,P01024,Q9NZV5,Q9UL01,Q14393,Q12907,P49257,Q9NRD8,Q96L12,Q8NBK3,O15240,Q13445,O15120,Q76LX8,P30533,Q5FYB0,P13667,Q9Y3Q3,P54762,Q02818,O15354,Q13438,Q9BTY2,P04085,Q9HAT1,Q06481,Q9NPA0,Q5JRA6,Q14165,Q16270,P23327,P15848,Q5UCC4,Q86UE6,P04216,P38484,Q24JP5,P14314,P46531,Q5FYB1,P25940,Q8IVL6,Q14766,P11047,Q8N158,Q99466,P05067,O00391,Q9UM47,Q13454,Q14696,O75460,Q8WU39,Q8NEV9,P58400,Q9UI38,P10619,P12111,Q13087	1.0678576023302988	0.6162790697674418
